iter	Passed	Remaining
214	5069	6720
215	5092	6695
216	5109	6663
217	5128	6634
218	5145	6602
219	5161	6569
220	5177	6536
221	5192	6501
222	5211	6473
223	5227	6441
224	5246	6412
225	5268	6386
226	5285	6357
227	5299	6321
228	5312	6287
229	5329	6256
230	5345	6224
231	5359	6191
232	5376	6160
233	5389	6126
234	5406	6096
235	5418	6061
236	5432	6028
237	5450	5999
238	5467	5970
239	5483	5940
240	5500	5911
241	5515	5879
242	5531	5850
243	5544	5816
244	5560	5787
245	5578	5760
246	5602	5738
247	5618	5709
248	5635	5681
249	5654	5654
250	5678	5632
251	5697	5606
252	5713	5577
253	5731	5551
254	5749	5523
255	5764	5493
256	5779	5464
257	5797	5438
258	5814	5410
259	5839	5390
260	5866	5371
261	5886	5347
262	5908	5324
263	5933	5303
264	5953	5279
265	5980	5260
266	6001	5237
267	6025	5216
268	6051	5196
269	6076	5176
270	6098	5153
271	6121	5131
272	6143	5108
273	6161	5081
274	6180	5056
275	6204	5035
276	6224	5011
277	6242	4984
278	6257	4956
279	6274	4929
280	6295	4906
281	6315	4881
282	6335	4858
283	6356	4834
284	6378	4812
285	6398	4787
286	6415	4761
287	6434	4736
288	6466	4721
289	6483	4694
290	6508	4674
291	6531	4652
292	6554	4630
293	6576	4608
294	6594	4582
295	6608	4554
296	6628	4530
297	6651	4508
298	6670	4483
299	6686	4457
300	6705	4433
301	6724	4408
302	6742	4383
303	6764	4361
304	6793	4343
305	6826	4327
306	6864	4315
307	6917	4312
308	6951	4297
309	6998	4289
310	7026	4270
311	7047	4246
312	7074	4226
313	7107	4210
314	7133	4189
315	7175	4178
316	7199	4156
317	7221	4133
318	7242	4109
319	7263	4085
320	7284	4062
321	7304	4038
322	7324	4013
323	7355	3995
324	7382	3975
325	7398	3948
326	7421	3926
327	7440	3901
328	7460	3877
329	7473	3850
330	7490	3824
331	7506	3798
332	7521	3771
333	7545	3750
334	7562	3725
335	7580	3699
336	7597	3674
337	7615	3649
338	7631	3624
339	7649	3599
340	7669	3576
341	7689	3552
342	7712	3530
343	7731	3506
344	7748	3481
345	7763	3455
346	7790	3434
347	7813	3412
348	7836	3390
349	7859	3368
350	7881	3345
351	7897	3320
352	7919	3297
353	7939	3274
354	7978	3258
355	8000	3236
356	8028	3215
357	8050	3193
358	8070	3169
359	8092	3146
360	8112	3123
361	8135	3101
362	8153	3077
363	8170	3052
364	8188	3028
365	8207	3004
366	8221	2979
367	8236	2954
368	8253	2930
369	8268	2905
370	8284	2880
371	8301	2856
372	8317	2831
373	8334	2807
374	8354	2784
375	8376	2762
376	8404	2742
377	8423	2718
378	8438	2694
379	8458	2671
380	8477	2647
381	8492	2623
382	8511	2600
383	8532	2577
384	8552	2554
385	8570	2531
386	8586	2507
387	8606	2484
388	8624	2461
389	8639	2436
390	8654	2412
391	8668	2388
392	8682	2363
393	8698	2340
394	8710	2315
395	8726	2291
396	8739	2267
397	8755	2243
398	8774	2221
399	8790	2197
400	8811	2175
401	8825	2151
402	8838	2127
403	8851	2103
404	8863	2079
405	8882	2056
406	8896	2032
407	8908	2008
408	8925	1985
409	8939	1962
410	8951	1938
411	8974	1916
412	9007	1897
413	9033	1876
414	9050	1853
415	9074	1832
416	9098	1811
417	9122	1789
418	9148	1768
419	9176	1747
420	9203	1727
421	9230	1706
422	9249	1683
423	9273	1662
424	9296	1640
425	9310	1617
426	9331	1595
427	9349	1572
428	9365	1550
429	9379	1526
430	9400	1504
431	9432	1484
432	9470	1465
433	9490	1443
434	9513	1421
435	9528	1398
436	9545	1376
437	9565	1353
438	9583	1331
439	9600	1309
440	9618	1286
441	9638	1264
442	9656	1242
443	9673	1220
444	9691	1197
445	9708	1175
446	9723	1152
447	9743	1130
448	9769	1109
449	9788	1087
450	9804	1065
451	9832	1044
452	9867	1023
453	9896	1002
454	9924	981
455	9957	960
456	9988	939
457	10024	919
458	10076	900
459	10101	878
460	10132	857
461	10149	834
462	10172	812
463	10196	791
464	10220	769
465	10239	747
466	10259	724
467	10275	702
468	10300	680
469	10325	659
470	10347	637
471	10375	615
472	10397	593
473	10424	571
474	10449	549
475	10475	528
476	10507	506
477	10532	484
478	10560	463
479	10585	441
480	10609	419
481	10628	396
482	10649	374
483	10670	352
484	10688	330
485	10703	308
486	10720	286
487	10739	264
488	10759	242
489	10774	219
490	10793	197
491	10814	175
492	10834	153
493	10848	131
494	10866	109
495	10883	87
496	10901	65
497	10915	43
498	10941	21
499	10958	0
